class,Preprocessed
1,deal bitch feel like
1,deal bitch as annoy
1,dean cri need pee peter keep say nigger
1,dear michel bachman shut fuck crazi bitch
1,dear spoil suburban bitch
0,dem nigga ca white hoe love beauti black sista
1,de hoe wishi washi
1,dey sell liquor drink di bitch
1,bitch vivala ari realli awak slumber help pick avatar tho
2,diet coke trash
1,dig hole satisfi climb bitch
2,direct let bird chill sink minutesm ok http co txu nmwqha
1,di morgan hoe da middl eryth
1,dislik peopl bitch peopl relationship dislik peopl bitch peopl singl
1,bitch still love sosa lmfaoooooooooooo
1,bitch tweet take adderal everyday think hard nah
1,even make dress strap amp cover as u tit amp big as settl trash bag
0,think rice fag mcdonald
2,dodgerofzion ask giant green rooster walk carri tray browni may browni http co rn swwuiq
1,ho shit
1,surpris bitch alway dick toward
1,bitch attitud reason one
1,even entertain hoe got somebodi import
1,follow unfollow retard
1,get twist shit bow bitch
1,give ah fuck ah bitch ah nigga
1,look like got banana hand fuck monkey
1,tri nice bitch
1,done everyth trust hoe
1,done riff raff bitchin bitch ass
1,donkey son bitch mother fucker
1,dont acknowledg hoe
1,dont call nigguh unless u call nigguh
2,dont make direct eye contact anyth bird cat noth lol rt evbi hate ash go west bu http co ovpwk
1,dont trust hoe never trust hoe
1,dope bag pretti bitch side
1,dope bag pretti bitch side sell dope back tryna get high ty
1,drake need make mind rapper bitch haha
1,draymond green bitch as nigga bruh
1,drop day earli fuck nigga need hear younggizzl ed hard trash compar ed
0,dumb ugli stupid bullshit as bitch
1,eagl fuck cunt http co nk co snnv
2,egg nog tast like bird doodoo look like
2,eggnog trash
2,eharmoni inform soulmat sea doo trash bag whataburg taquito bunge top thx dr neil warren
1,eli man look like idiot talk guy sidelin hand like retard af
1,emer bitch
1,errybodi di bitch get tip whisper errybodi di bitch get tipsi
2,escort mission game univers trash
1,especi sinc rick andrea bang comic bitch die alreadi
2,even natur look awesom color becca http co b ftjgost
1,even tho kill pussi nigga hope go heaven young thug
1,even though babi invis non exist bitch
1,everi ladi hoe everi ladi sure queen
1,everi time ask someth waitress touch knee till done ask mean tryna give nigga pussi
1,everi time say like someon boxer rapper etc everyon bitch fuck head chang opinion relax
1,everi time tri quit smoke dumb bitch alway got ta fuck annoy tri patienc lmfao
1,everi time bitch make statu guy text like whatttt loll
1,everybodi fuckin everybodi bitch everybodi wit shit that life
1,everybodi gettin sick feel like supa man di bitch
1,everybodi stay yell pregant season nooooooooo bitch nigga dont wan na rubber pussi good season tf
1,everybodi talk bout hoe fight lurk money
0,everybodi favorit phrase tri end argument lmao faggot
1,everyon report uncr fted huge faggot
1,everyon think hoe idk tri talk
1,eww hate bitch dress sometim
2,f u tumblr bc blog black amp white mani great color thing could reblog fml
0,faggot http co tkpokv ncd
1,faggot time circl block hour
0,faggot http co dmkbghai z
1,fag god damn
0,fat bitch fat bitch heeeey
0,fat dyke make want vomit
1,fat white bitch skinni po black nigga yeah im metairi fa sho
1,favorit bitch pic flirt nowaday
1,feel like im home im di bitch
2,feelin warm fuzzi insid
1,first thing zombi outbreak sell hoe
1,first thing wake sell hoe
1,first thing meet famou star sell hoe
1,flappi bird make want smash fuckin screen
1,insecur girl ya name mention instagram straight flcike bitch nippl slip away strip
1,foreign bad bitch n said name trinaaa trap hous look like got hit hurrican katrinaaaa
1,foreign iphon imma call goth hoe http co iex q wml
1,french montana got ta give kardashian bitch mil cuz divorc never marri none u bitch
1,convers blakcocain hoe fall easi
1,fuck ah bitch think comma
1,fuck deeeez bitch
1,fuck rite pussi
0,fuck ray rice someon crack bitch
1,fuck fat mexican bitch
1,fuck twitter aint get bitch
1,fuck u bitch fuck u bitch http co ozp zhobc
1,fuck bitch
1,fuckin twat http co tbqjhev b
0,fuck christ hate tutor ta liter get paid teach retard stop pick nose get fuck outta face
1,fuck hot boot doesnt love boot boy lick sole clean http co thnvlldut
1,fuck queer
1,fuk u stupid twat fuk upd dik suker wipe cum ur lip
2,fuzzi sock actual life
0,gay as fag http co eqn gvw v
1,geekylesbianscientist theblairbetch douglasrichardsonship kayla bird okay consid though http co zahyxtavvo
1,get level bitch im care kick wit
1,get pussi
1,get everi dolla bitch
1,girl act like stare bitch laugh joke worth stare anyway
1,girl hoe sun shine
1,give dope dick fuckin addict hoe u fool u thought nigga neva yo
1,give bitch good head assur back
1,givenchi toe bro hoe
1,glad know hoe look attent gladyouregon
2,glenladen got life flight osu save mess bird respect
0,go get left hot car die bitch
1,god cant fuck stand waiter bitch peopl tip get real fuck job
1,gon na get tattoo teardrop dick caus murder pussi
1,gon na pussi mix concret today teach pose like badass motherfuck let
1,good dick tattoo bitch like dat talk dem kind way bitch like dat
1,goodnight stuck twat laugh tweet
1,got bitch bad afford fuck
1,got death wish like cunt happi man fuckittt
1,got ah tight schedul fuck ur bitch met
1,got cramp bitch smokewe teamloudpack
1,got like hoe low pro
1,got bitch whip come pick
1,got bad bitch wait
1,got club earli get free wait hoe show
1,got hoe scroll
1,got ta bitch outta line
1,got ta clear ya throat pussi eh rt johnlacarbier voic deepest morn
1,got ta remind put da phone sometim cuz get sidetrack see bad bitch n den get mad cuz cant meet em
1,got ta tip monogam nigga yo bitch fuckin anonym nigga
2,graham cracker marshmallow littl marshmallow littl chocol bar make more man
1,greatwhiteprivileg straight peopl like nice queer peopl http co mikfblnzii
2,green bean summer yellow squash zucchini cucumb set road today free
1,grew shit stuck wit da shit u pussi fuck wit di shit im love wit di shit
2,guess mess later sure el mayb trash lol yet mayb lotteri
2,guess rube want go date
0,guy complain gay sensit respons look complain like littl pussi waahh waahh hypocrit
1,guy cheat girlfriend trash girl know girlfriend also trash
1,ha fuck twat go cri mommi
1,hahaha damn dirtyyyy hoe
1,hahaha dumb bitch
1,hahaha good luck one bitch
1,hahaha girl pop bitch like molli haha
1,hahaha dude timelin say bitch everi tweet hahaha rollin lol
1,happi birthday nigguh dee gotnoho
1,happi birthday kto love ya bitch cute back still http co cgt fkr yx
1,happi birthday main bitch ride die girlfriend love much rosestoko http co wuwbyu oyj
1,happi birthday funniest bitch know realerthanpli
1,happi bro happi ho happi husband key marriag u c studi think http co kknd mv b http co kag xfdd
1,happi halloween bitch http co aixvatjqxu
0,harm pussi instead rt abc miss yr old usc medic student last seen tuesday may harm http co evu p sur
1,anyon notic alien flaw retard crash land earth mean dont know drive
1,hate hoe caption shit lol shit hella cheesi
1,hate point truth peopl flip script like wrong bitch
2,blast yesterday even monkey bar tryna kill lol http co g km
1,one day pimp want unfollow everi bitch mile radiu ig let beat
1,song call hit u back icon line go big ole pack pretti bitch
1,gay fuck bust basic bitch lol
1,said black bitch
1,actual cri bitch
2,make fun caus worri bird say surpris like split pole lol ugh jerk
1,heard ya got man hoe hope understand tho
1,hell would freez ever let bitch kick fuckin face
1,hell yeah pussi cat today forget sexi one
1,henni cup ice bitch froze
1,friend said shallow conceit control grab wrist said never talk fat jealou bitch
1,as mann bro sit shit l walk like wasnt gone grab bitch bye
1,fuckin jaw unhing eat bitch whole fuck shit
1,pussi like heart like fuck
1,hey im brag im like best haggl know got cash capit ho receatt indiegamepickuplin
1,hey new follow wave welcom ion talk bout shyt tho retard as thought pop head
1,hey shawnda rich bitch
1,hi neither dumb bitch im pretti smart one genuin nice peopl ever met
2,hillbilli bone bo bone bo bone bone
1,hit bitch realiti check bitch love realiti check
1,hit strip club see bitch went school
0,hoe as nigga
1,hoe w chanel backpack plea
1,hoe shit come ah loyal woman
1,hoe alway put self nigga situat go satisfi till get as beat nigga
1,hoe even stupid
1,hoe get beat n nigga knw dey ah tell u stay wit ah pistol n alway readi squeez
1,hoe get mad think forget
1,hoe iphon
1,hoe like honest say differ
1,hoe need stay hoe place fr
1,hoe pick like dandelion pickm
1,hoe thinkin turn born virgin
1,hold bitch im pray imma grab bibl
1,hollywood realli want break heart make movi handsom retard man good flash mean girlfriend
1,holi fuck yall littl bitch like san antonio stfu
1,holi shit get dunk crippl unreal
1,honestli bitch mob
0,hope gezu get shot faggot head houston nbomb
1,hope bitch prepar aftermath
1,hot nigga big like bobbi bitch nice rt blastographi waymothegod tho
2,ah yardi reach wyom live http co n mi cbu
1,mani finger bitch got ta break mother fucker stop take god damn lighter
1,mani u hoe bad as littl kid dont medic cut school everi week
2,much wan na bet anti govern black helicopt teabagg behind boston marathon explos twitchyteam p tcot
0,fuck fuck faggot as rando even find zoe ask account
1,insecur hoe tf
1,settin trend rappin wear shit everyon el wearin rappin mixtap trash yo
1,http co yyvxesnur far left look best ask bitch tri hard especi thick
1,http co ulxaf lt bitch vewxyz
1,http co afr nspcpi asshat cair call islamophob would say guilti fuck pas bacon bitch tcot
1,http co arkgfi pt girl cheek gone cold bitch
1,http co bpu qzyft arial rose athlet asian babe play pussi exercis http co n dnrsi
1,http co bpu qzyft averi ador petit red hair teen play shave pussi http co pbu nlxanp
1,http co bpu qzyft cassi lain brunett slip lingeri massag wet pussi oil http co rmqklh aez
1,http co bpu qzyft crystal star leggi play babe crystal star spread pussi http co lfkqrc zxn
1,http co bpu qzyft evilyn fierc naughti girl next door pummel pussi purpl toy http co etbmz ezao
1,http co bpu qzyft ioana tini teen ioana fuck tender pussi vibrat http co brzlcfi xe
1,http co bpu qzyft kleopatra ivori skin nubil kleopatra finger shave pussi http co v ibgutmwq
1,http co bpu qzyft lilith lee hot blond teen fuck tender pussi dildo http co fpu fay co
1,http co bpu qzyft lola foxx nubil co ed show pink pussi fondl http co qjpbdyzti
1,http co bpu qzyft lola foxx steam hot nubil lola foxx shove dildo deep wet pussi http co br mjkk dz
2,http co wsimdnbbjr work fanci telephon told clam phone call mr clam text phone
0,http co jtlzergxi leo get fuck vine fag
1,hungrier ho
1,hurt as ah whole nigga hate bitch tf
1,aint worri nigga takin bitch
1,one peopl need reassur damn often ugliest bitch world
1,fuck hoe nobodi
1,bet yo bitch tri n slide let hair
1,sweetheart honestli bitch specialti
1,dont shit talk chip talk dese niggaz ju bitch talk dese niggaz ju chik stalk naw aint got chik http co x yljemn
2,dont think woman wear flesh tone color pant lol
0,find funni fag write look bf grindr ap lol that fuck ap dumbass
2,get girl point seem color peopl die holocaust pictur holocaust idk
1,got ounc bitch
1,got retard as friend love em tho make life nicer
1,got bitch like sosa hoe jeweleri shinin like mop glo
1,got ta team hoe like pat summit
1,hate ah dirti hous foul live bitch
0,hate hoe
1,hate manag much make wan na throw silverwar stupid bitch as
1,hate whole slut hoe thot talk lol given sure peopl person inbox late night look like
1,taller older bitch
1,havnt fought bitch ina minut cant wait
1,head but bitch club lmao tri play bitch know head hurt
1,fell love bitch stupid bootyyyyyy
1,realiz dirkalis talk shit nonstop past hour stop text bitch
1,like chillin yo bitch like fuckin
1,listen dedic three time exactli gon make pussi eater subscious
1,love bad bitch that fuck problem
1,love air everyon love kill la kill like fuck trash everyon love hate
2,made sweet amp spici drunken noodl handmad handcut ho fun noodl marin chicken shrimp back hurt
1,might need get hoe
1,need one around world twitter bitch caus local facebook hoe aint cuttin lol
1,need claritin clear bitch
1,need go mexican flea market grab fake gucci sandal stunt hoe
1,never knew mother heartless bitch mother would pop foh
1,pop donta alreadi amp got bitch dah big yaknow
1,ran rt sadonna rae hoe text ask borrow roll tissu tomorrow
1,realli hate hungri bitch put dick friend swear yall get beat fuck ill show friend
1,realli want xbone said would say week ago would call super retard
2,reblog mock god bless
2,save bird yesterday
1,seen nigga dress impress hop da bu n bitch wit phatti get stop say somethin god throwin u da lob
1,still understand bitch high shool would put fals eyelash everi fuck day
2,think need watch dawn planet ape
1,think girlfriend get lock shed first one rape pussi
1,think im addict nake pictur sittin talkin bout bitch almost
2,thought garbag men suppos bring trash dump take ha ha ha self depreci ftw
2,wan na go ghetto club tonight
1,want dyke cliqu
1,emo ok emosquad k get level bitch
1,enjoy nicki minaj song anaconda said fuck skinni bitch lol nah bitch fuck
1,gone day bitch as miss
1,lit den bitch last night
1,never mean broke keep make seem like as never went parti fuck bitch
2,pull redskin one
2,teacher pet elementari school like brought cooki browni gave hug im asham
1,wish lesbian deal bitch boy mostli bc girl rlli hot
1,wonder girl call eachotha bitch cool nigga call dem one mfa bodi dontgetit
1,wont get catfish anymor tho bc im longer tri stick myy pp twitter hoe
1,wouldnt michaelangelo rt derekisnorm yaaaaaaasss rt theyellonegro hoe control http co war g ct
1,go jamaica n attend wild dancehal event ju five star frog splash bitch tree n get wshh
1,rather sit alon fuck w iffi bitch
1,also look hire full time bitch
1,sorri eat seafood sole fact ocean serious unrespect pussi
1,sorri call gap tooth bitch fault gap tooth
1,ont neva chase hoe move slow let em chase
2,imessag trash
2,io autocorrect trash rt phone capit dumbest thing
1,id look real retard trynna hi ill head
1,idgaf bout basic bitch
1,idk planet bitch work planet earth follow supervisor instruct mean im resist
1,idk ppl go went amp ackin like shock bodi first class ho knew person
1,bitch like somethin wrong wit da bitch
1,bitch would everrrrrrr
1,girl hoe aint steal anyon man stfu
1,ah nigga beef wit u dey gon tri fuck ur bitch kill u slower
1,anyon review game loan player cunt shouldnt game review especi start fifa
1,bitch wan na nigga get couch go fine one
1,dey go linch togeth gon eat pussi befo come back
2,die resurrect anim id howler monkey
2,ice jj fish get look realli trash
1,dont eem tri leanandcuisin nigga talk trash smash bro shittiest fact
1,ive ever faggot let know ill chang
1,someon think hoe say caus either wan na one one
1,u doll got voodoo u bitch
2,u buy box color goldfish r racist tbh
2,u eat fri egg leav yolk entir yellow ur disgrac also nasti
1,u get mad ur feel bout zoe v yank tweet twitter u roll shit tho
1,u gon wit ur bae even cheat shut fuck take dick pussi noth better love
1,uckin love freebe like pom duck hm life
2,ur girl watch snap front u tri spook u
1,yo girl doesnt swallow kid bitch basic
1,fuck bitch caus nigga shit salut ya
1,delet tweet one hour tweet gigant pussi
1,lil pussi stomach pouch thingi wear tight cloth shit unattract
1,unlock badg sticker onlin wear around real life rest u know cunt
1,way tri make feel bad call fat bitch whore etc rethink life
1,tri non contact hockey dont call anyon el pussi
1,your cheer mexico your littl bitch
1,iggi wan na black bad ur white widow hoe
1,ik look good dam bitch stop make obv stare loll
1,ill call bitch short last resort first resort
1,im dope as nigga bitch hella sober
1,im fat bitch http co p hvkhrh n
1,im hoe forget umbrella
2,im genuin get mad child video game mickey mous dark big key
1,im gon na hold bitch word
1,im watch next bitch tri run outsid got neck slice
2,im wear sweater ike degre hous
1,im weeaboo trash
1,ima beast dese nigga food ima ju eat dat dat pussi bad big poppa gon beat dat
1,ima bos as bitch bitch bitch
1,ima groovi type nigguh
1,ima knock da pussi like fight night
1,imagin white peopl said honkey instead nigga lol
1,imma hit ground work pussi gone come back everytim
1,imma tall dread head wit fat face bitch better
1,fuck mexico bitch
1,order want real nigga got ta real bitch
0,real life onlin follow sorri folk caus look like border hopper mean one born rais
0,inb unfunni nigger kill
1,ion care wrong bitch blow ur horn
1,ion care nigga date b bitch make happi cool
1,ion hoe realli reason worri cheat anyth ill cheat left hand lbr
2,ion like papoos went lol
1,ion sell vic mo ion drink lean mo bitch ion even smoke tree mo
0,ion speak flaw nigga thirsti hoe g boyyyyyi look
1,ion trust bitch ion trust nigga
1,everyon gon na complet whini littl babi bitch shit lmao http co whad vfago
2,ghetto greas yo scalp work
1,money bitch
2,choke awwadorabi want pet monkey http co w yr xklsc
1,bitch new transform hot
1,god given right white bitch
0,mean im follow order subordin sue ya dyke
1,might rain today hmmm want look like pussi carri umbrella around also want risk perm get wet
1,bitch need readi fellaz play game let high school tea shit last day swag
1,friday bitch
2,brand new day bird chirpin
1,amaz hood bitch wear bodi head
2,awesom peopl known year talk trash behind back ask favor later truli awesom
1,ten min bitch gave min assign lmfaooooo
1,everyth cut bitch
1,gotten point liter care gon na start punch bitch move hallway
2,weird outsid like yellow
1,year bitch still think im dont think declin
2,either gun sandwich detail look realli fuzzi right trust polic depart mo
1,ive went fag day happi sad
1,jacki peyton fuck bitch omg love though damn that best shit pull
2,jacob u look like monkey di http co rkaqn grqe
1,jacob like stfu bitch
2,janet jackson nip slip icon
1,jesu christ your fuck retard believ mercurian retrograd affect life
2,jig levit rt mashabl samsung made fun bendgat galaxi note fail http co ajflpcj yr http co asvspiqxmh
2,jig levit lousivil
2,jm sorri hear rt freeybb go chipotl first time better trash
1,jooooook rt topmodelciara wdnick old hoe ponk dyke outchea girl talk lmao
1,casual ghetto famili twerk session http co jrmepckcq
2,found iubloomington australian presid hoosier team hoosierst indiana iu iubb big tonight
1,got done bike dyke
1,like girl hoe guy hit girl back doubl standard forev exist
1,like made hoe come make yall go away
1,made tmobil bitch
2,notic trash notif page clean
2,saw word tinker tailor soldier spi mutter aloud jennyyhernandez chellyhernandez
1,kick bitch curb bruh
1,killer pillow talk wit dey bitch
2,kit kat trash
1,know like cuss yo bitch like doe
1,kush god bitch
1,kyle im hungri quit talk let go hoe
1,label hoe
2,last thought bed mock elect rd grade vote perot mayb relat realli big ear idk
1,last word bitch nigga lie
1,late upload bitch
1,laugh insid think yo bitch as get fuck boy
1,leav hope hoe
1,let hoe as falcon get steven wackson st rd pick
1,life ya professor better know bitch gone test ya
1,life great mad day bitch bless move ur neg dat way
1,like look annoy littl year old ask ride haha fuck poser bitch as
1,like bitch pic flirt nowaday
1,like bitch wit as u shit
1,like slow death isel pussi ebt feel shit load nude fap one bitch fuck
1,like go sensit lil bitch talk
2,like anim cracker legit best snack
1,lil bitch
1,lil bitch that make bond aint got tell
2,lil spook yung lean robb night
1,lil stupid as bitch
1,littl stupid as bitch fuckin wit chuuu
2,lmao g root yellow white hair make look dirti http co sqbyduizr
1,lmao weakkk takeit ceriou anay ter pussi popz sever http co vtqx ioxk lmfaoooooooo
1,lmao rt sirrocobama lmaooo rt toekne gx rt peachdulc hoe peopl person
1,lmao rt sirrocobama tu madr rt waymothegod nacho dorito trash
1,lmao rt thebsharp year old tryna fun hoe
1,lmao rt latri nigga ran ponzi scheme hoe http co aoy adsi
1,lmao littl bitch know
1,lmao slow new day madonna fan huh collabor siri haha sound retard may oray use sound sampl
2,lmaoooo rt comedytruth girl let guy treat like yellow starburst pink starburst
2,lmaoooo rt phillytheboss everyth bet trash rt mrcook b rad rt fkinliv white mike bet trash
1,lmaoooo rt toekne gx lol ok pal rt acehudsonjr bitch gone tell tuh http co toea czjdf
1,lmaooooo rt sirasshol sit ghetto girl seat lunch http co haslmb dzj
1,lmaooooo relax rt j r ya mark bitch as roll tide fuck state texa
1,lmaoooooo rt westsideallur dude said bitch ny fuck redman greatest hit
1,lmaoooooo eat goal faggot gezu
1,lmfao rt cindielu back dri get shower hoe
1,lmfaooo officialsmith whenev take selfi work alway one hatin as bitch comment talmbout workin
1,lmfaooo yo bitch offici cross line http co cixgilkksw
1,lmfaoooo rt harleyyyquinn wiz perfect exampl fame get bitch look like typic tweaker homeless woman
1,lock bitch keep heat rt m marri shut front door
1,lol hoe realiz fuckin need
2,lol tweet zebra
1,lol rt beautywin stupid as bitch luvgoodspliff rememb michael brown feel old yet http co og ay x lg
1,lol rt mykal bae game amp unknown hoe scream name loud asfck http co mrtqx g l
1,lol bitch aint shit
1,lol like album rt az doubl album trash son smh
1,lol hate realli dont give shit either done noth bc bitch
1,lol ok cunt
1,lol stupid as bitch fuck w
2,lol replac big yellow chicken homer
1,lol unfaith hoe
1,loner stoner tell yo bitch bite da boner
1,look bitch right right hannnnnn
1,look bitch foot high fashion cuh http co tklxuuxo
1,look bitch walk close futur husband http co hrvjzuxlyw
0,look like hillbilli match best goodnight loser http co caghblkaxq
1,look like highlight night get lewi quick fag outsid work shite
1,lost coupl onlin match nhl bitch hit car dad ate pizza one day
1,love femal hate bitch
2,love day timer alway come colour map distanc chart make feel far import actual
1,lrt im sadden bc tweet like hoe
1,lrt turnup lil bitch
1,maddi karissa ireland cierra gotten close kill bitch tbh
1,make ur bitch want
1,make sweet love hand caus cant buy hoe tonight
1,make shittiest pig blanket gon na good tryna impress gordon ramsey bitch as tri make poop
2,mall fellow ginzo christma shop vinnyliarda dimi rotl billythathird fuckdimmi vinnysnotmadon billgetsbun
1,man got ta hang snoop lion aka nemo hoe
1,man kill mother reveal hiv posit sex bitch deserv
2,march get mad marchmad collegehoop indiana iubb hoosier
1,maryjan milit que got bomb azz pussi lol http co dstikwch
2,mash potato string bean yellow rice chicken
1,mayb bitch stop talk dude omari one day
1,peter alway slay hoe http co jqmil rjat
1,love hoe ah
1,complain suburban white girl suburban white girl bitch ok u liter prove point
1,mickeyblowsyourmind want skype group bunch offens new york citi queer folk http co bpgdv qd
1,might play b k tonight black hoe know still care yal
2,might walk dunkin donut want oreo coffe coolatta
2,mimi trash lol
1,mmm still hoe
1,money bitch bc bitch follow money
2,money hoe cloth
1,money weed n bitch hang wit snitch shit intent
1,mother fuxker devil ah lie bitch truth
1,neck back lick pussi crack
1,bitch town http co awscuefwki
1,bitch look like black barbi n nigga imma ken doll breath smellin like filet mignon menthol
1,bitch stay bitch look keep pussi tuck
1,bitch get even badder
1,brother asshat friend think okay vandal properti racist wana redneck
1,chick badder basic bitch
1,dad fuckin dick bitch made as supper allow come home mad
1,drug green bitch white
1,eye got lazi read look u bitch flawg lie day http co ni oqv njd
1,flow sicker bitch magic johnson lickin
2,girlfriend kid eat bacon without dip tub creami butter laid like bird
2,grandma got rosta color dress pretti better let borrow
1,littl sister kik name thot as thot sister freak hoe
1,main bitch http co uuecu abqv
0,mom tri get buy beaner boot bc sale like mariachi band plea stop
1,mother rais cunt lol
1,nigga bad as bitch forreal forreal
1,nigguh wtf
1,pussi pop sever
1,right ear throb harder virgin pussi
1,side bitch main bitch cuz main bitch aint feelin nomo nomo
1,timelin look thirsti bc basic hoe keep talk bout nigga matter ctfuu
1,tweet aint shit bitch aint either
1,n cant even enjoy reg hous hunter fav show know hous hunter intern bitch as come next
1,n follow messi gon na die slowli pain lone as death bitch
1,nasti hoe
1,need get sheriff rick show pussi as polic offic bos
1,negro alway fall asleep
1,neither rt derekisnorm ok rt pieceofshittbh never nigger cock http co jf vjcbl
1,neva bitch nigga want problem bro
1,never chang never wife ah bitch nowwww bangbro
1,never problem girl year school otter look twat better quit give look
2,never seen toddler chug water bottl fast lol
1,never lie never cri never die gone die love friend love hoe yellow slut call gold
1,never lie never cri never die gone die love friend love hoe yellow slut call gold
1,never lose bitch chase money prioriti
1,never trust hoe
1,never would put bacon greas face let werewolf eat face save bitch nope nope nope
1,nigga payback bitch bitch livin debt
1,nigga relax lmao southsidev cheat girl regular bitch brainer rt artilleri http co vnmdsat g
0,nigga u cunt yo fendi clutch
1,niggah hurri
1,nigga amp bitch date ugli nigga amp hoe kuz trust em cheat w elit hoe amp nigga
0,nigga playin gram defens man georg need tell bitch as nigga man
1,nigga ju like btch talk bout hoe right back face dnt come talk bout nan hoe gne b right back fwher
1,nigga bug think bitch gunna tell someth ha
1,nigga get fresh cut snapback match shoe shirt even say waddup pretti bitch next em da bu
1,nigga live like hoe dat dey die bout noth
1,nigga need learn ride homi crew hoe smfh
1,nigga step still tryna get back day kinda pussi lol
1,nigga stay insid hoe shit
1,nigga talk bout hoe hoe bed night ctfuu
1,nigga w bitch mental go
1,nigga wait line jordan releas puttin life line ju impress bitch
1,rt sirhampton lmfao trash tho rt barack obutta candi corn j sirhampton justspeedi hard http co sqvyksdkwu
1,bitch want wear makeup
1,flex zone hoe
1,hoe shit roxi shit dawggg swear knw kia fight
1,im weezi bitch im wheezi chronic cough
1,lie tho weak pretti bitch type shit realli
1,need bitch
1,paper hoe
1,pill ju weed kill dat pussi night damn right sho u right
1,pillz ju weed kill dat pussi night damn right show u right
1,your fuck retard that gon na get fuck date rape frat tonight fun repress memori
1,nobodi bout action pussi
1,nobodi like bloodi nip
1,nobodi understand besid day bitch plea come back bc tire femal think know
1,nobodi want nigga take expens date expect pussi caus took girl like tf
1,none chantel lol rt tellyjellybelli got hoe water edg big
1,none bitch look like dey ca boil egg work bud broiler
2,nope rt derekisnorm order domino trash
1,even sorri lmao grow shit still work shit deserv see bitch get whatev piss
2,fun dpd uk braxton hick cramp regularli move around tri
1,busi submit bitch bruh bruh
1,tit tat say shit boy like check insuffer bitch call best friend
2,note self boil water hot monkey brain
2,clean dead bird piec glass
2,time find monkey term script
1,nvm good noth wrong bitch
2,unpunish view mani thousand year civilis uncivilis societi
2,yea like yellow http co wj wdd
1,cours pbebt kill si msblaqstallion rock bitch hard saditi committe
1,ofcours someon ask el eat jackass goe browni big surpris dingbat
1,oh damn di bitch found babi dead gon na tortur murder lmao fun
0,oh well fag anyway
1,oh trash say trash gon na keep drive thru ky corey emanuel lifeask trash got ta ignor
1,okay bitch listen import ur eyebrow centimet apart
1,okay mani peopl realli care see girl nip shirt
1,okc nigguh
2,old fella water froze funer home got unthaw want help get pump go place spook man boo
1,omfg rt dfkinlop foot bitch rt nipsllp whisper someth dirti ear http co xriykfgg q
0,omg rt saddybey fat bitch http co ptnszx nid
1,omg dr cruz remind mari ann moreno bitch swoop nowher chang dress code dark scrub sweater
1,omg bitch sang uninvit ugh rt alanisnew setlist mainestatepi http co td bi ev g
1,omg movi schooldanc str retard lil duval actual taller den kevin hart n mikepp dayum princip
1,way fuck bitch http co xidfepyyi
1,field nigger shit
2,first day school backpack paper book granola bar browni bag cooki
1,low wassup hoe
1,one big lectur hall full bitch sequin limit tank top
0,one day im like harri style hot next day tf faggot
1,one deep phantom ghost bad bitch excus manner go
1,one fli as bitch
1,one good girl worth bitch
2,one man trash anoth man wife
2,one cat kill babi bird cardin
1,one manag tri talk stay till aint nobodi order walk shmoov bitch
1,one time illest bitch aliv
1,one time real nigga two time bad bitch
1,one annoy two damn hoe three thing must go
0,lesbian get nip pierc ew
1,like bitch ran homecom like run prom
2,school wouldnt give kid schedul ghetto
2,ooh girl cute face yellow teef lol
2,oop constitutionalist teabagg mississippi forgot ratifi centerpiec constitut th amend ban slaveri
1,dead royceda word rt taxston ya mom call cop heard four day probabl pussi
1,cup fill bossmobb love bitch know keep one roll
1,ouh got da spider pussi
1,ow stomach hurt like bitch
2,pancak trash
1,paper ovum pussi
1,pay back bitch aint
1,payback bitch bitch livin debt
1,peopl shoot gun around late fuck got think tryna shoot black as jammin jiggaboo music
1,pimp hoe http co nui ujvfa
2,pinto grigio dream turn moscato realiti
1,plea tell bitch subbin ik one fagg fuck lame shit block would lol
1,pl stop gas fat hoe
1,pocket hella empti bitch steadi choos
1,poni tail red nail still school bitch
1,pop pill amp throw pussi rave
1,pray bitch
1,pregnant time bitch think cute
2,pretti girl wit bird brain wast smh
1,procrastin bitch
1,prolli sum hoe tryna get hurrican free rt coldheart pr ttyn sent nigga twitter tho
1,pull bank roll bitch like whoa
1,pull eat pussi dip
1,punch bitch lip hahaha
0,pure trash http co rbvebeg
1,push bitch car like im gucci mane bitch
1,pussi
1,pussi aint shit product either gon na get onna muscl got ta pay
1,pussi as bitch
1,pussi as peopl gun knife foh appreci peopl still will throw hand
1,pussi boy gone die bitch
1,pussi caus war
1,pussi joke either get get
1,pussi mind bow wow
1,pussi ppppoppin popper cop see bitchezzz
1,pussi put as sleep
1,pussi good got run hood
1,pussi good juss save shit lataa
1,pussi money weed nigga need
1,quit show true friend show one two face bitch
1,quot best racist comment need white bitch comin black side llab
1,raaa bitch raaa
1,ram finna smack steven wackson bitch as
2,random run dog ghetto
1,ray allen like man goddamn motherfuck cunt as bullshit cu
1,real nigga shit wan na righteou young rich nigga bitch
1,realli bitch
1,realli tho bitch http co phidlg
1,realli tire constant bitch face
1,red bone pusssi hairlessss
2,red meat trash
0,redneck white hous moccasin creek
1,rememb go actual freak bitch yeah vibe back
2,rememb dude play young ned follow youtub channel actual use youtub favorit
2,respect bird peac piec
1,retard
1,retweet ah bitch tweet flirt nowaday
1,rt u rememb steve blue clue left u bitch as nigga joe http co jxtvd dvdu
1,rule number never fuck wit ah bitter babymama dey gon spray u str erica u lose cool point hoe
1,run game year guess foot hurt wonder bite bitch teeth hurt
